label,unique_id,ros_bag_name,measurement_day,split,field_center_latitude,field_center_longitude,cultivar,pin_color,weight_g_inctack,x1_length_mm,x2_width_mm,x3_depth_mm,x1_circ_cm,x2_circ_cm,volume_ml,volume_metashape,note
2R1-1,182,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,black,346,95,88,55,28,25.6,320,324,
2R1-10,183,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,purple,266,83,73,62,26,22,245,249,
2R1-11,184,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,green,116,55,61,53,18.8,19,105,107,
2R1-2,185,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,blue,248,80,71,70,25.5,23,230,231,
2R1-3,186,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,red,118,58,60,52,19,18.5,105,111,
2R1-4,187,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,yellow,226,69,80,65,22.5,23.5,190,211,
2R1-5,188,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,cyan,192,78,70,60,22.5,21,170,180,
2R1-6,189,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,white,110,61,59,46,18,17.5,100,102,
2R1-7,190,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,pink,102,53,57,49,18.5,17,90,96,
2R1-8,191,20230915_barn_okadasan_sarabetsu_01,15-09-2023,val,,,Kitahime,magenta,124,60,62,51,19,18.5,115,116,
2R1-9,192,20230915_barn_okadasan_sarabetsu_01,15-09-2023,train,,,Kitahime,green,104,64,59,45,18.5,17.5,98,98,
2R3-1,193,20230915_barn_okadasan_sarabetsu_02,15-09-2023,val,,,Kitahime,black,236,81,72,64,24.5,22,210,222,
2R3-10,194,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,purple,124,57,62,54,19,18.5,110,115,
2R3-2,195,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,blue,160,67,66,55,21,19.5,145,152,
2R3-3,196,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,red,136,58,59,59,20,19.5,120,124,
2R3-4,197,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,yellow,140,69,63,54,20,19,125,130,
2R3-5,198,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,cyan,116,50.2,59,60,19.5,20,105,108,
2R3-6,199,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,white,116,56,59,53,19.5,18,105,107,
2R3-7,200,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,pink,172,67,67,63,22,20.5,150,162,
2R3-8,201,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,magenta,92,51,55,49,17,17,85,86,
2R3-9,202,20230915_barn_okadasan_sarabetsu_02,15-09-2023,train,,,Kitahime,green,172,66,65,62,21,21.5,150,162,
2R2-1,203,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,black,94,56,60,48,17,17.5,85,88,
2R2-10,204,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,purple,236,78,78,64,24,23,220,224,
2R2-2,205,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,blue,156,68,67,53,20.5,19.5,140,146,
2R2-3,206,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,red,228,78,75,63,24,22,200,215,
2R2-4,207,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,yellow,112,60,59,47,18.5,18,100,105,
2R2-5,208,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,cyan,108,56,59,51,18.5,18,95,102,
2R2-6,209,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,white,138,58,65,55,19.5,19,120,129,
2R2-7,210,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,pink,258,90,77,60,26.5,22.5,225,239,
2R2-8,211,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,magenta,258,73,83,67,23.5,24,225,243,
2R2-9,212,20230915_barn_okadasan_sarabetsu_03,15-09-2023,train,,,Kitahime,green,192,75,73,60,22,21.5,175,181,
3R1-1,213,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,black,156,77,64,50,21.5,18.5,145,146,
3R1-10,214,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,purple,82,60,54,43,17,16,70,77,
3R1-2,215,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,blue,132,74,54,47,20.5,17.5,125,124,
3R1-3,216,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,red,210,90,68,55,25.6,20,190,198,
3R1-4,217,20230921_field_okadasan_sarabetsu_03,21-09-2023,test,42.610316,143.156753,Sayaka,yellow,90,63,52,44,18,16,85,84,
3R1-5,218,20230921_field_okadasan_sarabetsu_03,21-09-2023,test,42.610316,143.156753,Sayaka,cyan,88,60,54,45,18,16,80,84,
3R1-6,219,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,white,124,76,50,48,20.5,17.5,110,116,
3R1-7,220,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,pink,234,95,73,55,26,21,210,223,
3R1-8,221,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,160,82,60,49,22,18,145,150,
3R1-9,222,20230921_field_okadasan_sarabetsu_03,21-09-2023,test,42.610316,143.156753,Sayaka,green,210,98,72,53,26,20,185,197,
3R2-1,223,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,black,244,93,72,59,26,21,230,232,
3R2-10,224,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,purple,344,100,82,65,28.5,24,310,322,
3R2-2,225,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,blue,320,103,77,64,28,23,290,299,
3R2-3,226,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,red,366,114,76,64,30,23,330,344,
3R2-4,227,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,yellow,218,84,70,61,24,21.5,200,205,
3R2-5,228,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,174,78,60,55,23,19.5,165,165,
3R2-6,229,20230921_field_okadasan_sarabetsu_03,21-09-2023,val,42.610316,143.156753,Sayaka,white,334,104,81,68,28,24,300,313,
3R2-7,230,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,pink,68,55,47,41,16.5,14.5,65,175,not matching 3D complete shape
3R2-8,231,20230921_field_okadasan_sarabetsu_03,21-09-2023,val,42.610316,143.156753,Sayaka,magenta,100,70,54,44,18.5,16,95,95,
3R2-9,232,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,green,86,58,53,50,17,16.5,80,82,
3R3-1,233,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,black,338,105,76,60,29,22.5,300,318,
3R3-10,234,20230921_field_okadasan_sarabetsu_03,21-09-2023,val,42.610316,143.156753,Sayaka,purple,100,67,57,44,18.5,16.5,90,95,
3R3-2,235,20230921_field_okadasan_sarabetsu_03,21-09-2023,test,42.610316,143.156753,Sayaka,blue,318,100,78,66,28,23.5,285,299,
3R3-3,236,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,red,130,67,59,48,20,17.5,120,124,
3R3-4,237,20230921_field_okadasan_sarabetsu_03,21-09-2023,val,42.610316,143.156753,Sayaka,yellow,80,60,48,45,17,16,70,76,
3R3-5,238,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,306,109,74,59,29,22,280,288,
3R3-6,239,20230921_field_okadasan_sarabetsu_03,21-09-2023,val,42.610316,143.156753,Sayaka,white,234,90,70,60,25,21,215,223,
3R3-7,240,20230921_field_okadasan_sarabetsu_03,21-09-2023,val,42.610316,143.156753,Sayaka,pink,186,77,70,56,22.5,20.5,170,223,not matching 3D complete shape
3R3-8,241,20230921_field_okadasan_sarabetsu_03,21-09-2023,val,42.610316,143.156753,Sayaka,magenta,224,89,75,62,25,22,205,211,
3R3-9,242,20230921_field_okadasan_sarabetsu_03,21-09-2023,train,42.610316,143.156753,Sayaka,green,244,96,73,54,25.5,21,215,230,
3R4-1,243,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,black,132,75,65,50,20.5,18.5,120,125,
3R4-10,244,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,purple,128,67,58,57,20,19,115,120,
3R4-2,245,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,blue,266,94,73,63,26,22.5,235,248,
3R4-3,246,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,red,220,88,70,58,24.5,21,190,207,
3R4-4,247,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,yellow,208,98,63,53,25.5,19,185,197,
3R4-5,248,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,180,82,65,54,23,20,155,170,
3R4-6,249,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,white,80,59,51,44,17,15.5,70,76,
3R4-7,250,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,pink,274,93,74,64,26,22.5,245,256,
3R4-8,251,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,170,76,66,54,22,20,150,160,
3R4-9,252,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,green,74,54,50,45,16,15,65,68,
3R5-1,253,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,black,342,104,82,64,28,24,300,316,
3R5-10,254,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,purple,78,61,49,42,17,15,60,73,
3R5-2,255,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,blue,354,106,81,66,30,23.5,320,333,
3R5-3,256,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,red,188,85,66,53,23.5,20,170,178,
3R5-4,257,20230921_field_okadasan_sarabetsu_04,21-09-2023,test,42.610316,143.156753,Sayaka,yellow,166,81,62,53,22,19,150,155,
3R5-5,258,20230921_field_okadasan_sarabetsu_04,21-09-2023,val,42.610316,143.156753,Sayaka,cyan,232,93,68,55,25.5,20,210,219,
3R5-6,259,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,white,72,60,50,44,16.5,15.5,80,68,
3R5-7,260,20230921_field_okadasan_sarabetsu_04,21-09-2023,val,42.610316,143.156753,Sayaka,pink,130,68,60,51,20,18,120,122,
3R5-8,261,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,226,91,69,57,25,20.5,210,214,
3R5-9,262,20230921_field_okadasan_sarabetsu_04,21-09-2023,train,42.610316,143.156753,Sayaka,green,122,71,59,48,20,17.5,110,116,
3R6-1,263,20230921_field_okadasan_sarabetsu_05,21-09-2023,train,42.610316,143.156753,Sayaka,black,132,67,64,55,20,19,110,126,
3R6-10,264,20230921_field_okadasan_sarabetsu_05,21-09-2023,train,42.610316,143.156753,Sayaka,purple,136,72,62,54,20.5,19,110,130,
3R6-2,265,20230921_field_okadasan_sarabetsu_05,21-09-2023,train,42.610316,143.156753,Sayaka,blue,130,107,73,51,27,20.5,100,217,
3R6-3,266,20230921_field_okadasan_sarabetsu_05,21-09-2023,train,42.610316,143.156753,Sayaka,red,186,75,66,58,22,20.5,160,174,
3R6-4,267,20230921_field_okadasan_sarabetsu_05,21-09-2023,test,42.610316,143.156753,Sayaka,yellow,166,56,88,46,17.5,22.5,140,153,
3R6-5,268,20230921_field_okadasan_sarabetsu_05,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,286,98,79,64,27.5,23,250,268,
3R6-6,269,20230921_field_okadasan_sarabetsu_05,21-09-2023,train,42.610316,143.156753,Sayaka,white,274,85,92,58,24,25,250,258,
3R6-7,270,20230921_field_okadasan_sarabetsu_05,21-09-2023,train,42.610316,143.156753,Sayaka,pink,266,79,86,59,23.5,24,240,251,
3R6-8,271,20230921_field_okadasan_sarabetsu_05,21-09-2023,test,42.610316,143.156753,Sayaka,magenta,288,108,70,62,29,21.5,250,269,
3R6-9,272,20230921_field_okadasan_sarabetsu_05,21-09-2023,val,42.610316,143.156753,Sayaka,green,306,101,73,61,28,22,260,287,
3R7-1,273,20230921_field_okadasan_sarabetsu_06,21-09-2023,val,42.610316,143.156753,Sayaka,black,320,83,109,56,22,28.5,270,299,
3R7-10,274,20230921_field_okadasan_sarabetsu_06,21-09-2023,train,42.610316,143.156753,Sayaka,purple,60,51,46,41,15,14,60,56,
3R7-2,275,20230921_field_okadasan_sarabetsu_06,21-09-2023,train,42.610316,143.156753,Sayaka,blue,180,84,65,53,23,19.5,150,168,
3R7-3,276,20230921_field_okadasan_sarabetsu_06,21-09-2023,val,42.610316,143.156753,Sayaka,red,314,108,76,57,28.5,22,270,296,
3R7-4,277,20230921_field_okadasan_sarabetsu_06,21-09-2023,train,42.610316,143.156753,Sayaka,yellow,76,54,49,47,17,16,50,71,
3R7-5,278,20230921_field_okadasan_sarabetsu_06,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,160,74,67,54,21,19.5,130,150,
3R7-6,279,20230921_field_okadasan_sarabetsu_06,21-09-2023,train,42.610316,143.156753,Sayaka,white,224,91,71,55,24.5,21,180,211,
3R7-7,280,20230921_field_okadasan_sarabetsu_06,21-09-2023,train,42.610316,143.156753,Sayaka,pink,78,54,53,47,16.5,16,50,74,
3R7-8,281,20230921_field_okadasan_sarabetsu_06,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,112,78,53,45,20.5,16,110,105,
3R7-9,282,20230921_field_okadasan_sarabetsu_06,21-09-2023,train,42.610316,143.156753,Sayaka,green,80,63,52,44,18,16,90,84,
4R1-1,283,20230921_field_okadasan_sarabetsu_08,21-09-2023,val,42.610316,143.156753,Sayaka,black,198,81,69,56,23,20.5,180,187,
4R1-10,284,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,purple,154,77,65,50,21,19,130,145,
4R1-2,285,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,blue,116,68,57,49,19.5,17,100,109,
4R1-3,286,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,red,166,80,56,54,23,19,150,157,
4R1-4,287,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,yellow,136,69,60,51,20,18,120,126,
4R1-5,288,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,96,73,48,43,20,15,80,90,
4R1-6,289,20230921_field_okadasan_sarabetsu_08,21-09-2023,val,42.610316,143.156753,Sayaka,white,200,89,61,56,24.5,19.5,170,186,
4R1-7,290,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,pink,54,50,42,40,15.5,13.5,40,50,
4R1-8,291,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,212,95,67,55,25,20,180,198,
4R1-9,292,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,green,218,105,68,57,26.5,20,200,223,
4R2-1,293,20230921_field_okadasan_sarabetsu_08,21-09-2023,val,42.610316,143.156753,Sayaka,black,104,67,56,47,19,17,100,99,
4R2-10,294,20230921_field_okadasan_sarabetsu_08,21-09-2023,val,42.610316,143.156753,Sayaka,purple,110,60,59,51,19,18,90,102,
4R2-2,295,20230921_field_okadasan_sarabetsu_08,21-09-2023,val,42.610316,143.156753,Sayaka,blue,64,54,49,40,15.5,15,60,60,
4R2-3,296,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,red,180,83,65,52,23,19,150,171,
4R2-4,297,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,yellow,266,100,74,60,27,27.5,220,251,
4R2-5,298,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,62,49,46,46,15,15,50,59,
4R2-6,299,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,white,162,67,64,57,21,20,140,153,
4R2-7,300,20230921_field_okadasan_sarabetsu_08,21-09-2023,test,42.610316,143.156753,Sayaka,pink,124,64,65,48,19,19,110,117,
4R2-8,301,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,106,64,60,40,18.5,17,90,100,
4R2-9,302,20230921_field_okadasan_sarabetsu_08,21-09-2023,train,42.610316,143.156753,Sayaka,green,190,81,65,59,22.5,20,180,178,
4R3-1,303,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,black,120,61,59,55,19,18.5,110,115,
4R3-10,304,20230921_field_okadasan_sarabetsu_09,21-09-2023,val,42.610316,143.156753,Sayaka,purple,230,93,69,54,25.5,21,180,220,
4R3-2,305,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,blue,276,89,78,63,26.5,23,210,262,
4R3-3,306,20230921_field_okadasan_sarabetsu_09,21-09-2023,val,42.610316,143.156753,Sayaka,red,106,57,62,50,18,18,100,101,
4R3-4,307,20230921_field_okadasan_sarabetsu_09,21-09-2023,val,42.610316,143.156753,Sayaka,yellow,164,83,62,50,23,19,150,154,
4R3-5,308,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,250,100,73,58,26.5,21,280,237,
4R3-6,309,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,white,136,72,61,51,21,18.5,120,128,
4R3-7,310,20230921_field_okadasan_sarabetsu_09,21-09-2023,val,42.610316,143.156753,Sayaka,pink,136,83,59,50,22.5,17.5,170,130,
4R3-8,311,20230921_field_okadasan_sarabetsu_09,21-09-2023,val,42.610316,143.156753,Sayaka,magenta,134,60,61,52,20,19.5,120,128,
4R3-9,312,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,green,318,92,79,67,27,24,270,299,
4R4-1,313,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,black,84,57,61,60,16.5,17,100,81,
4R4-10,314,20230921_field_okadasan_sarabetsu_09,21-09-2023,val,42.610316,143.156753,Sayaka,purple,74,52,51,45,16,16,50,69,
4R4-2,315,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,blue,244,93,68,62,26,22,180,230,
4R4-3,316,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,red,232,99,71,56,25.5,21,200,221,
4R4-4,317,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,yellow,232,98,68,56,26,20,190,216,
4R4-5,318,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,138,63,67,53,19.5,19.5,110,128,
4R4-6,319,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,white,122,74,58,52,20.5,18,110,116,
4R4-7,320,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,pink,262,105,70,56,27.5,21,220,250,
4R4-8,321,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,94,61,55,45,18,16,80,89,
4R4-9,322,20230921_field_okadasan_sarabetsu_09,21-09-2023,train,42.610316,143.156753,Sayaka,green,100,66,54,46,18,16.5,90,93,
4R5-1,323,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,black,212,84,71,58,23.5,21,160,199,
4R5-10,324,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,purple,252,91,69,61,26,21,220,235,
4R5-2,325,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,blue,188,82,69,56,23,20,150,177,
4R5-3,326,20230921_field_okadasan_sarabetsu_10,21-09-2023,val,42.610316,143.156753,Sayaka,red,100,63,57,50,18,17,70,95,
4R5-4,327,20230921_field_okadasan_sarabetsu_10,21-09-2023,val,42.610316,143.156753,Sayaka,yellow,202,92,67,50,24.5,19.5,150,189,
4R5-5,328,20230921_field_okadasan_sarabetsu_10,21-09-2023,val,42.610316,143.156753,Sayaka,cyan,176,71,70,58,22,20,130,166,
4R5-6,329,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,white,78,65,50,39,17,15,60,73,
4R5-7,330,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,pink,126,65,65,55,20,20,100,118,
4R5-8,331,20230921_field_okadasan_sarabetsu_10,21-09-2023,val,42.610316,143.156753,Sayaka,magenta,148,67,64,55,20.5,19.5,130,137,
4R5-9,332,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,green,60,53,47,38,15,14,50,56,
4R6-1,333,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,black,202,80,72,55,23,20.5,160,190,
4R6-10,334,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,purple,110,65,59,48,19,17.5,90,102,
4R6-2,335,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,blue,156,80,65,51,21.5,19,130,146,
4R6-3,336,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,red,46,48,41,39,14.5,13,30,42,
4R6-4,337,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,yellow,76,54,50,46,16,16,60,71,
4R6-5,338,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,196,79,66,59,24,20,160,183,
4R6-6,339,20230921_field_okadasan_sarabetsu_10,21-09-2023,val,42.610316,143.156753,Sayaka,white,106,90,65,57,24.5,19.5,70,192,
4R6-7,340,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,pink,470,121,83,70,32.5,25,400,439,
4R6-8,341,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,210,76,70,59,24,21,170,195,
4R6-9,342,20230921_field_okadasan_sarabetsu_10,21-09-2023,train,42.610316,143.156753,Sayaka,green,104,63,53,48,18,17,80,96,
4R8-1,343,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,black,234,100,70,58,26,21,200,220,
4R8-10,344,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,purple,68,58,46,43,16,14.5,50,65,
4R8-2,345,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,blue,150,76,63,50,21,19.5,130,141,
4R8-3,346,20230921_field_okadasan_sarabetsu_11,21-09-2023,val,42.610316,143.156753,Sayaka,red,148,70,68,51,20,19,120,139,
4R8-4,347,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,yellow,88,66,50,42,18,16,70,82,
4R8-5,348,20230921_field_okadasan_sarabetsu_11,21-09-2023,val,42.610316,143.156753,Sayaka,cyan,126,68,58,50,20,17.5,100,118,
4R8-6,349,20230921_field_okadasan_sarabetsu_11,21-09-2023,val,42.610316,143.156753,Sayaka,white,110,70,56,46,19,16.5,90,104,
4R8-7,350,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,pink,180,95,60,47,24.5,18,150,170,
4R8-8,351,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,230,102,65,57,27,20,200,216,
4R8-9,352,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,green,230,87,75,57,24,21.5,200,214,
4R9-1,353,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,black,240,94,72,60,24.5,22,200,225,
4R9-10,354,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,purple,108,61,58,50,19.5,17.5,90,102,
4R9-2,355,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,blue,164,76,64,52,22,19,120,153,
4R9-3,356,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,red,132,70,62,51,20,18,110,124,
4R9-4,357,20230921_field_okadasan_sarabetsu_11,21-09-2023,test,42.610316,143.156753,Sayaka,yellow,118,72,55,51,20,17.5,90,109,
4R9-5,358,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,cyan,194,95,66,51,24.5,19.5,150,185,
4R9-6,359,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,white,132,72,59,46,20.5,19,120,124,
